Geneid,Test_Sample1,Test_Sample2,Test_Sample3,Control_Sample1 ,Control_Sample2 ,Control_Sample3
ENSMUSG00000008813,0,0,0,0,0,0
ENSMUSG00000068392,0,0,0,21,0,16
ENSMUSG00000115698,0,0,0,0,0,0
ENSMUSG00000004562,91,0,18,41,17,35
ENSMUSG00000097633,0,0,0,0,0,0
ENSMUSG00000049295,44,18,22,14,36,17
ENSMUSG00000072571,0,23,31,54,61,14
ENSMUSG00000115454,0,0,9,0,0,0
ENSMUSG00000115141,0,0,0,0,0,0
ENSMUSG00000044286,0,0,0,0,0,0
ENSMUSG00000065853,22,0,0,0,0,0
ENSMUSG00000115736,0,0,0,0,0,0
ENSMUSG00000115541,20,0,0,0,0,0
ENSMUSG00000060373,790,1012,1428,910,1035,974
ENSMUSG00000057132,0,22,65,26,20,37
ENSMUSG00000035726,915,815,830,737,660,797
ENSMUSG00000097533,0,0,27,0,0,0
ENSMUSG00000053754,1123,808,984,824,643,988
ENSMUSG00000093044,9,8,0,0,21,0
ENSMUSG00000105868,0,0,17,0,0,0
ENSMUSG00000022159,0,51,29,0,48,49
ENSMUSG00000088979,0,0,0,0,0,0
ENSMUSG00000016831,699,549,502,349,429,292
ENSMUSG00000022160,234,162,130,206,139,81
ENSMUSG00000049532,0,18,0,0,24,0
ENSMUSG00000064755,0,0,0,0,0,0
ENSMUSG00000022204,75,135,27,63,20,55
ENSMUSG00000093452,0,0,0,0,0,0
ENSMUSG00000100162,0,0,0,0,0,0
ENSMUSG00000040721,243,198,182,123,97,115
ENSMUSG00000045691,0,0,0,11,0,26
ENSMUSG00000040701,84,280,188,170,127,160
ENSMUSG00000022208,0,0,1,40,0,0
ENSMUSG00000115250,0,0,0,0,0,0
ENSMUSG00000077492,0,0,0,0,0,0
ENSMUSG00000115077,0,0,0,0,0,0
ENSMUSG00000022209,0,0,0,2,0,0
ENSMUSG00000115683,0,0,0,67,0,0
ENSMUSG00000114987,0,0,0,0,0,0
ENSMUSG00000120426,0,0,0,0,0,0
ENSMUSG00000121428,0,0,0,0,0,0
ENSMUSG00000053588,0,4,0,0,0,0
ENSMUSG00000022214,185,80,169,104,65,159
ENSMUSG00000086341,0,0,0,0,0,0
ENSMUSG00000022215,0,0,0,22,0,0
ENSMUSG00000022216,450,380,654,407,676,264
ENSMUSG00000022217,115,15,0,0,0,9
ENSMUSG00000079197,143,126,291,224,103,161
ENSMUSG00000047098,147,141,227,246,79,246
ENSMUSG00000002325,188,116,285,55,179,182
ENSMUSG00000002324,12,11,0,18,0,0
ENSMUSG00000002319,71,15,24,54,22,17
ENSMUSG00000115232,0,0,0,0,0,0
ENSMUSG00000002320,203,161,325,101,66,225
ENSMUSG00000115222,86,0,14,89,0,64
ENSMUSG00000007591,0,0,0,21,0,0
ENSMUSG00000115600,0,0,0,30,0,0
ENSMUSG00000002329,38,102,112,94,0,56
ENSMUSG00000010376,14,126,98,108,31,150
ENSMUSG00000002326,61,152,105,34,31,51
ENSMUSG00000007589,144,0,77,56,19,24
ENSMUSG00000115154,0,0,0,0,0,0
ENSMUSG00000088402,0,0,0,0,0,0
ENSMUSG00000022218,0,0,0,24,0,0
ENSMUSG00000040472,95,79,31,47,45,15
ENSMUSG00000002332,132,140,234,243,170,91
ENSMUSG00000019297,152,93,97,65,8,112
ENSMUSG00000022219,0,0,0,0,0,0
ENSMUSG00000040432,0,0,25,67,0,0
ENSMUSG00000046908,0,0,0,0,0,0
ENSMUSG00000022220,0,0,0,0,0,24
ENSMUSG00000022221,54,3,236,228,78,60
ENSMUSG00000023411,0,0,0,13,0,0
ENSMUSG00000075592,0,0,22,0,0,0
ENSMUSG00000040380,0,0,0,0,0,0
ENSMUSG00000047153,116,70,146,93,100,75
ENSMUSG00000022223,0,0,0,0,14,21
ENSMUSG00000114978,0,0,0,0,0,0
ENSMUSG00000022225,0,0,0,0,0,0
ENSMUSG00000115592,0,0,0,0,0,0
ENSMUSG00000068289,0,0,0,0,0,0
ENSMUSG00000115179,0,0,0,0,0,0
ENSMUSG00000115757,0,0,0,0,0,0
ENSMUSG00000058581,2,0,25,0,0,0
ENSMUSG00000022227,0,0,0,0,0,0
ENSMUSG00000071361,0,0,0,0,0,0
ENSMUSG00000022226,0,0,0,0,0,0
ENSMUSG00000061068,0,0,0,0,0,0
ENSMUSG00000040040,87,102,45,13,79,135
ENSMUSG00000081238,0,0,0,0,0,3
ENSMUSG00000086486,0,1,0,25,0,34
ENSMUSG00000050222,0,0,0,0,0,0
ENSMUSG00000021951,161,0,36,23,32,0
ENSMUSG00000097933,0,0,0,0,0,0
ENSMUSG00000021952,359,472,707,486,290,415
ENSMUSG00000114942,0,0,0,0,0,0
ENSMUSG00000021959,161,126,65,86,80,251
ENSMUSG00000064525,0,0,0,0,0,0
ENSMUSG00000092358,0,24,28,0,20,0
ENSMUSG00000021963,343,158,360,276,213,122
ENSMUSG00000092784,0,0,0,0,0,0
ENSMUSG00000021965,87,34,91,252,34,52
ENSMUSG00000021967,38,0,70,40,25,27
ENSMUSG00000065374,56,0,0,0,0,0
ENSMUSG00000021969,1019,1231,1341,751,457,907
ENSMUSG00000088717,0,0,0,0,0,0
ENSMUSG00000077577,0,0,0,0,0,0
ENSMUSG00000000776,0,0,0,37,59,82
ENSMUSG00000065528,0,0,0,0,0,0
ENSMUSG00000003469,0,0,0,0,0,0
ENSMUSG00000022098,0,0,0,1,0,0
ENSMUSG00000022097,0,0,0,0,0,0
ENSMUSG00000033595,0,0,0,0,0,0
ENSMUSG00000033589,132,154,97,123,44,97
ENSMUSG00000022096,0,0,0,30,0,2
ENSMUSG00000045211,0,87,0,0,71,0
ENSMUSG00000022095,115,38,176,87,73,146
ENSMUSG00000022099,0,0,0,21,0,1
ENSMUSG00000022101,0,0,0,0,0,0
ENSMUSG00000047911,0,0,0,0,0,36
ENSMUSG00000022100,877,715,1058,443,527,856
ENSMUSG00000115387,0,0,0,0,0,0
ENSMUSG00000022102,61,50,125,1,39,33
ENSMUSG00000114593,0,0,0,0,0,0
ENSMUSG00000121632,0,0,0,0,0,0
ENSMUSG00000114606,0,0,0,0,0,0
ENSMUSG00000121646,0,0,0,0,0,0
ENSMUSG00000089686,0,0,0,0,0,0
ENSMUSG00000121680,0,0,0,0,0,0
ENSMUSG00000089785,0,0,0,0,0,0
ENSMUSG00000121681,0,0,0,0,0,0
ENSMUSG00000115737,0,0,0,0,0,0
ENSMUSG00000121687,0,0,0,0,0,0
ENSMUSG00000115611,0,0,0,0,0,0
ENSMUSG00000121689,0,0,0,0,0,0
ENSMUSG00000115733,0,0,0,0,0,0
ENSMUSG00000121701,0,0,0,0,0,0
ENSMUSG00000115812,0,0,0,0,0,0
ENSMUSG00000121706,0,0,0,0,0,0
ENSMUSG00000115438,0,0,0,0,0,0
ENSMUSG00000121709,0,0,0,0,0,0
ENSMUSG00000115452,0,0,0,0,0,0
ENSMUSG00000121710,0,0,0,0,0,0
ENSMUSG00000115527,0,0,0,0,0,0
ENSMUSG00000121711,0,0,0,0,0,0
ENSMUSG00000115114,0,0,0,0,0,0
ENSMUSG00000121713,0,0,0,0,0,0
ENSMUSG00000062093,0,0,0,0,0,0
ENSMUSG00000121714,1,0,1,0,0,0
ENSMUSG00000115702,0,0,0,0,0,0
ENSMUSG00000121734,0,0,0,0,0,0
ENSMUSG00000044285,0,0,0,0,0,0
ENSMUSG00000121785,0,0,0,0,0,0
ENSMUSG00000110165,0,0,0,0,0,0
ENSMUSG00000121794,0,0,0,0,0,0
ENSMUSG00000098157,0,0,0,0,0,0
ENSMUSG00000121802,0,0,0,0,0,0
ENSMUSG00000114272,0,0,0,0,0,0
ENSMUSG00000121807,0,0,0,0,0,0
ENSMUSG00000090462,0,0,0,0,0,0
ENSMUSG00000121834,0,0,0,0,0,0
ENSMUSG00000114317,0,0,0,0,0,0
ENSMUSG00000121835,0,0,0,0,0,0
ENSMUSG00000070448,0,0,0,0,0,0
ENSMUSG00000072492,0,0,0,0,0,0
ENSMUSG00000121847,0,0,0,0,0,0
ENSMUSG00000093948,0,0,0,0,0,0
ENSMUSG00000121893,0,0,0,0,0,0
ENSMUSG00000091275,0,0,0,0,0,0
ENSMUSG00000121894,0,0,0,0,0,0
ENSMUSG00000094628,0,0,0,0,0,0
ENSMUSG00000121895,1,0,0,0,0,0
ENSMUSG00000090594,0,0,0,0,0,0
ENSMUSG00000121896,0,0,0,0,0,0
ENSMUSG00000094634,0,0,0,0,0,0
ENSMUSG00000121897,0,0,0,0,0,0
ENSMUSG00000115483,0,0,0,0,0,0
ENSMUSG00000121898,0,0,0,0,0,0
ENSMUSG00000094543,0,0,0,0,0,0
ENSMUSG00000121899,0,0,0,0,0,0
ENSMUSG00000095681,0,0,0,0,0,0
ENSMUSG00000121900,0,0,0,0,0,0
ENSMUSG00000052334,0,0,0,0,0,0
ENSMUSG00000115257,0,0,0,0,0,0
ENSMUSG00000075512,0,0,0,0,0,0
ENSMUSG00000022013,105,75,149,102,126,63
ENSMUSG00000022014,41,78,185,165,131,173
ENSMUSG00000115517,0,0,0,0,0,0
ENSMUSG00000092272,0,0,0,0,0,0
ENSMUSG00000115519,0,0,0,0,0,0
ENSMUSG00000045655,0,0,0,0,0,0
ENSMUSG00000087932,0,0,0,0,0,0
ENSMUSG00000054423,17,35,0,0,0,0
ENSMUSG00000021767,428,359,650,515,464,243
ENSMUSG00000063142,20,0,0,31,0,0
ENSMUSG00000072605,0,0,0,0,0,0
ENSMUSG00000076758,0,0,0,0,0,0
ENSMUSG00000076759,0,0,1,0,0,0
ENSMUSG00000076764,0,0,0,0,0,0
ENSMUSG00000095387,0,0,0,0,0,0
ENSMUSG00000095689,0,0,0,0,0,0
ENSMUSG00000096653,0,0,0,0,0,0
ENSMUSG00000096129,0,0,0,0,0,0
ENSMUSG00000076795,0,0,0,0,0,0
ENSMUSG00000096055,0,0,0,0,0,0
ENSMUSG00000094413,0,0,0,0,0,0
ENSMUSG00000096531,0,0,0,0,0,0
ENSMUSG00000094468,0,0,0,0,0,0
ENSMUSG00000096825,0,0,0,0,0,0
ENSMUSG00000094016,0,0,0,0,0,0
ENSMUSG00000076861,0,0,0,0,0,0
ENSMUSG00000076864,0,0,0,0,0,0
ENSMUSG00000022021,540,394,393,157,234,392
ENSMUSG00000063821,0,0,0,0,0,0
ENSMUSG00000021768,43,0,0,0,9,0
ENSMUSG00000121906,0,44,0,0,0,0
ENSMUSG00000084940,0,16,30,0,24,0
ENSMUSG00000021770,2004,1416,1206,1181,1329,1125
ENSMUSG00000065836,0,0,0,0,0,25
ENSMUSG00000021771,1495,745,991,902,1040,815
ENSMUSG00000021773,58,61,24,1,23,37
ENSMUSG00000090564,141,14,28,4,26,53
ENSMUSG00000114352,0,0,0,12,0,0
ENSMUSG00000121837,0,0,0,0,0,0
ENSMUSG00000047222,0,0,0,0,0,0
ENSMUSG00000115574,0,0,0,0,0,0
ENSMUSG00000094991,0,0,0,0,0,0
ENSMUSG00000115094,0,0,0,0,0,0
ENSMUSG00000115540,0,0,0,0,0,0
ENSMUSG00000068399,0,0,0,0,0,0
ENSMUSG00000089761,0,0,0,0,0,0
ENSMUSG00000090740,0,0,0,0,0,0
ENSMUSG00000068506,0,0,0,0,0,0
ENSMUSG00000115827,0,0,0,0,0,0
ENSMUSG00000091189,0,0,0,0,0,0
ENSMUSG00000060615,0,0,0,0,0,0
ENSMUSG00000092107,0,0,0,0,0,0
ENSMUSG00000050961,0,0,0,0,0,0
ENSMUSG00000091293,0,0,0,0,0,0
ENSMUSG00002075148,0,0,0,0,0,0
ENSMUSG00000091812,0,0,0,0,0,0
ENSMUSG00000063543,0,3,1,0,0,0
ENSMUSG00000110817,0,0,0,0,0,0
ENSMUSG00000097836,0,0,0,9,0,0
ENSMUSG00002076790,0,0,0,0,0,0
ENSMUSG00000111119,0,0,0,0,0,0
ENSMUSG00002075228,0,0,0,0,0,0
ENSMUSG00000102877,0,0,0,0,0,0
ENSMUSG00000031990,0,23,0,0,0,1
ENSMUSG00000111390,61,29,0,0,30,24
ENSMUSG00000110836,0,0,0,0,0,0
ENSMUSG00000032026,430,385,880,408,179,426
ENSMUSG00000042396,425,696,261,403,386,232
ENSMUSG00000042293,0,0,0,0,0,0
ENSMUSG00002076361,0,0,0,0,0,0
ENSMUSG00000007908,0,0,0,0,0,0
ENSMUSG00000103354,0,0,0,0,0,0
ENSMUSG00000032271,0,0,0,0,0,0
ENSMUSG00000066687,14,0,46,10,0,25
ENSMUSG00000111570,1,0,0,0,0,0
ENSMUSG00000059383,0,0,0,0,0,0
ENSMUSG00000032572,0,0,0,0,0,1
ENSMUSG00000111694,0,0,0,0,0,0
ENSMUSG00000032360,0,0,0,0,0,0
ENSMUSG00000110892,0,0,0,0,0,0
ENSMUSG00000110745,0,0,0,0,0,0
ENSMUSG00000032269,0,0,0,0,0,0
ENSMUSG00000084714,0,0,0,0,0,0
ENSMUSG00000110851,0,0,0,0,0,0
ENSMUSG00000111796,0,0,0,0,0,0
ENSMUSG00000103434,0,0,0,0,0,0
ENSMUSG00000099717,0,0,0,1,0,0
ENSMUSG00000100795,0,0,0,0,0,0
ENSMUSG00000032358,0,0,0,0,0,0
ENSMUSG00000008590,0,0,0,0,0,0
ENSMUSG00000098335,0,0,0,0,0,0
ENSMUSG00000098924,0,0,0,0,0,0
ENSMUSG00000077144,0,0,0,0,0,0
ENSMUSG00000111222,0,0,0,0,0,0
ENSMUSG00000099239,0,0,0,0,0,0
ENSMUSG00000062257,0,51,0,19,0,0
ENSMUSG00002075166,0,0,0,0,0,0
ENSMUSG00000110839,0,0,0,0,0,0
ENSMUSG00000098888,0,0,0,0,0,0
ENSMUSG00000087531,0,0,0,0,0,0
ENSMUSG00002075756,0,0,0,0,0,0
ENSMUSG00000110741,0,0,0,0,0,0
ENSMUSG00000020258,0,0,0,0,0,0
ENSMUSG00000032357,0,0,0,0,0,0
ENSMUSG00000065407,0,0,0,0,0,0
ENSMUSG00000098333,0,0,0,0,0,0
ENSMUSG00000098370,0,0,0,0,0,0
ENSMUSG00000099138,0,0,0,0,0,0
ENSMUSG00000059974,31,0,14,0,0,0
ENSMUSG00000085449,0,0,0,0,0,0
ENSMUSG00000085638,0,0,0,0,0,0
ENSMUSG00000111175,0,0,0,0,0,0
ENSMUSG00000111304,0,0,0,0,0,0
ENSMUSG00000119318,0,0,0,0,0,0
ENSMUSG00000111109,0,0,0,0,0,0
ENSMUSG00000020257,500,483,472,329,116,353
ENSMUSG00000065440,0,0,0,0,0,0
ENSMUSG00000031993,258,100,423,240,105,445
ENSMUSG00000111260,0,0,0,0,0,0
ENSMUSG00000111438,0,0,0,0,0,0
ENSMUSG00000111413,0,0,0,0,0,0
ENSMUSG00000111249,0,0,0,0,0,0
ENSMUSG00000033453,0,0,0,0,0,0
ENSMUSG00000020253,48,70,65,0,58,60
ENSMUSG00000031994,0,0,0,21,0,0
ENSMUSG00000111673,0,0,58,0,0,20
ENSMUSG00000047412,471,265,521,431,421,389
ENSMUSG00000097701,0,0,0,0,0,0
ENSMUSG00000032355,0,0,0,0,0,0
ENSMUSG00000098668,0,0,0,0,0,0
ENSMUSG00000102783,0,0,0,0,4,0
ENSMUSG00000103794,0,0,0,0,0,0
ENSMUSG00000099170,0,0,0,0,0,0
ENSMUSG00000031995,0,64,0,0,0,26
ENSMUSG00000023277,169,136,197,72,46,211
ENSMUSG00000081343,0,0,0,0,0,1
ENSMUSG00000045322,20,62,13,68,101,94
ENSMUSG00000032786,2107,2419,1354,1816,1510,1878
ENSMUSG00000097592,0,0,0,0,0,0
ENSMUSG00000032352,66,28,0,0,54,0
ENSMUSG00000099094,0,0,0,25,0,0
ENSMUSG00000098895,0,0,0,0,0,0
ENSMUSG00002076458,0,0,0,0,0,0
ENSMUSG00000044938,0,0,0,0,0,0
ENSMUSG00000111225,0,0,0,0,0,0
ENSMUSG00000111014,0,0,0,0,0,0
ENSMUSG00000032350,1131,887,1597,1086,987,1661
ENSMUSG00000023345,105,50,64,46,0,126
ENSMUSG00000099879,0,18,0,0,11,30
ENSMUSG00000031996,4008,3683,3855,3085,2791,3392
ENSMUSG00000091003,0,0,0,0,0,0
ENSMUSG00000111246,0,2,0,0,0,0
ENSMUSG00000039542,0,0,0,15,0,0
ENSMUSG00000119677,0,0,0,0,0,0
ENSMUSG00000111682,0,0,0,0,0,0
ENSMUSG00000098012,0,0,0,0,0,0
ENSMUSG00000111589,0,0,0,0,0,0
ENSMUSG00000110916,0,0,0,0,0,0
ENSMUSG00000111359,0,0,0,0,0,0
ENSMUSG00000058443,3,4,5,0,3,4
ENSMUSG00000032068,0,0,0,0,0,16
ENSMUSG00000042496,144,63,278,71,97,224
ENSMUSG00000032067,100,39,133,79,36,33
ENSMUSG00000111654,0,0,0,0,0,0
ENSMUSG00000032066,0,0,0,0,0,0
ENSMUSG00000039217,0,0,22,9,31,0
ENSMUSG00000032065,0,0,0,0,0,29
ENSMUSG00000000171,92,91,55,80,129,173
ENSMUSG00000039016,0,60,0,0,6,69
ENSMUSG00000042185,302,340,163,226,121,189
ENSMUSG00000041737,0,0,0,0,0,0
ENSMUSG00000111548,0,0,0,0,0,0
ENSMUSG00000111468,0,0,0,0,0,0
ENSMUSG00000111655,0,0,0,0,0,0
ENSMUSG00000111853,0,0,0,0,0,0
ENSMUSG00000110952,0,0,0,0,0,0
ENSMUSG00000111153,0,0,0,0,0,0
ENSMUSG00000110853,0,0,0,0,0,0
ENSMUSG00000110778,0,0,0,0,0,0
ENSMUSG00000032033,0,0,0,0,0,0
ENSMUSG00000059820,161,227,169,295,116,198
ENSMUSG00000110813,0,0,0,1,0,0
ENSMUSG00000091639,34,30,0,0,0,0
ENSMUSG00000111771,0,0,0,0,0,0
ENSMUSG00000111166,0,0,0,0,0,0
ENSMUSG00000110845,0,0,0,0,0,0
ENSMUSG00002075908,0,0,0,0,0,0
ENSMUSG00000110840,0,0,0,0,0,0
ENSMUSG00000000167,0,0,24,0,0,0
ENSMUSG00000000168,288,153,384,90,123,90
ENSMUSG00000070291,0,0,0,0,0,0
ENSMUSG00000032344,251,116,168,157,135,158
ENSMUSG00000090317,0,0,28,0,0,0
ENSMUSG00000041444,1,15,39,6,36,0
ENSMUSG00000111382,0,0,0,0,0,0
ENSMUSG00000032342,125,176,322,141,29,93
ENSMUSG00000032034,0,0,0,0,0,0
ENSMUSG00000111056,0,0,0,21,0,0
ENSMUSG00000041248,0,0,0,0,0,0
ENSMUSG00000037742,23713,22545,28533,17271,16993,18960
ENSMUSG00000076138,0,0,0,0,0,0
ENSMUSG00000016087,522,420,521,511,349,430
ENSMUSG00000111417,1,5,0,0,0,1
ENSMUSG00000064492,0,0,0,0,0,0
ENSMUSG00000103151,38,120,128,28,51,119
ENSMUSG00000102352,199,37,96,116,32,24
ENSMUSG00000098645,28,7,6,0,0,1
ENSMUSG00000102153,96,268,34,95,168,206
ENSMUSG00000102850,249,155,279,237,173,91
ENSMUSG00000110844,0,0,0,0,0,0
ENSMUSG00000098796,0,0,0,0,0,0
ENSMUSG00000049624,535,152,288,186,317,394
ENSMUSG00000046186,152,446,141,277,218,139
ENSMUSG00000032035,0,51,8,25,8,15
ENSMUSG00000091147,0,0,0,0,0,0
ENSMUSG00000098843,0,0,0,0,0,0
ENSMUSG00000111139,0,0,0,0,0,0
ENSMUSG00000099148,0,0,0,0,0,0
ENSMUSG00000102467,0,0,0,1,0,0
ENSMUSG00000110809,0,0,0,0,0,0
ENSMUSG00000059422,24,9,6,3,14,23
ENSMUSG00000099025,8,0,0,0,0,0
ENSMUSG00000111081,0,0,0,0,0,0
ENSMUSG00000102184,0,0,0,0,0,0
ENSMUSG00000111309,0,0,0,0,0,0
ENSMUSG00000111363,0,0,0,0,0,0
ENSMUSG00000098519,0,0,0,0,0,0
ENSMUSG00000110923,0,0,0,0,0,0
ENSMUSG00000111645,0,0,0,0,0,0
ENSMUSG00000111638,0,0,0,0,0,0
ENSMUSG00000102712,0,0,1,0,0,0
ENSMUSG00000102020,0,0,0,0,0,0
ENSMUSG00000111467,0,0,0,0,0,0
ENSMUSG00000111878,0,0,1,0,1,0
ENSMUSG00000111670,0,0,0,0,0,0
ENSMUSG00000111276,0,0,0,0,0,0
ENSMUSG00000110856,0,0,0,0,0,0
ENSMUSG00000111492,0,0,0,0,0,0
ENSMUSG00000079884,89,109,9,29,66,80
ENSMUSG00000111336,0,0,0,0,0,0
ENSMUSG00000111265,0,0,0,0,0,0
ENSMUSG00000111633,0,0,0,0,0,0
ENSMUSG00000110771,0,0,0,0,0,0
ENSMUSG00000111560,0,0,0,0,0,0
ENSMUSG00000088905,0,0,0,0,0,0
ENSMUSG00000099256,0,0,0,0,0,0
ENSMUSG00000111765,0,0,0,0,0,0
ENSMUSG00000111207,0,0,0,0,0,0
ENSMUSG00000098358,0,0,0,0,0,0
ENSMUSG00000098758,0,0,0,0,0,0
ENSMUSG00000098909,0,0,0,0,0,0
ENSMUSG00000110925,0,0,0,1,0,0
ENSMUSG00000032064,9,0,0,0,0,0
ENSMUSG00000032062,0,0,0,0,0,0
ENSMUSG00000038086,0,0,0,0,0,0
ENSMUSG00000032060,0,0,0,0,0,0
ENSMUSG00000037971,59,39,0,78,66,190
ENSMUSG00000037845,25,26,34,22,1,62
ENSMUSG00000032059,48,226,81,81,67,132
ENSMUSG00000032332,0,0,0,27,0,0
ENSMUSG00000032036,0,0,0,0,0,0
ENSMUSG00000103552,0,0,0,0,0,0
ENSMUSG00000086608,0,0,0,0,0,0
ENSMUSG00000053889,0,0,0,0,0,0
ENSMUSG00002075887,0,0,0,0,0,0
ENSMUSG00000032330,128,175,110,146,85,97
ENSMUSG00000032328,1216,689,1022,633,1048,998
ENSMUSG00000040813,479,310,363,307,178,248
ENSMUSG00000034898,0,0,2,0,0,0
ENSMUSG00000092565,0,0,0,0,0,0
ENSMUSG00000092581,0,0,0,0,0,0
ENSMUSG00000111827,0,0,0,0,0,0
ENSMUSG00002075539,0,0,0,0,0,0
ENSMUSG00000111574,0,0,0,0,0,0
ENSMUSG00000040661,482,247,287,321,216,242
ENSMUSG00000032038,185,94,160,35,40,34
ENSMUSG00002075542,0,0,0,0,0,0
ENSMUSG00000032040,48,34,51,31,58,54
ENSMUSG00000119783,0,0,0,0,0,0
ENSMUSG00000032041,159,21,190,24,108,75
ENSMUSG00000110774,0,0,0,0,0,0
ENSMUSG00000040325,288,158,188,97,129,168
ENSMUSG00000032042,1151,787,852,614,634,552
ENSMUSG00000032575,400,297,410,501,195,176
ENSMUSG00000103835,0,5,0,0,0,0
ENSMUSG00000032058,279,162,178,122,151,236
ENSMUSG00000074102,178,125,255,142,153,204
ENSMUSG00000034252,379,376,604,258,569,485
ENSMUSG00000088708,0,0,0,0,77,0
ENSMUSG00000093779,5,0,12,0,30,1
ENSMUSG00000084917,19,0,65,0,0,19
ENSMUSG00000039048,175,96,77,30,77,52
ENSMUSG00000037112,356,359,582,305,450,309
ENSMUSG00000039716,34,18,0,0,0,0
ENSMUSG00000075469,0,0,0,0,0,0
ENSMUSG00000064517,0,0,0,0,0,0
ENSMUSG00000060594,663,750,521,466,430,746
ENSMUSG00000091669,0,0,0,0,0,0
ENSMUSG00000077494,0,0,0,0,0,0
ENSMUSG00000092125,0,0,0,0,0,0
ENSMUSG00002076878,0,0,0,0,0,0
ENSMUSG00000104086,0,0,0,0,0,0
ENSMUSG00000032056,0,51,18,5,41,24
ENSMUSG00000032057,0,0,0,0,0,0
ENSMUSG00000065587,0,0,0,0,0,0
ENSMUSG00000065492,0,0,0,0,0,0
ENSMUSG00000110266,0,0,0,0,0,0
ENSMUSG00000032053,0,0,0,0,0,0
ENSMUSG00000111862,0,0,0,0,0,0
ENSMUSG00000032577,292,262,207,299,188,326
ENSMUSG00000050471,243,67,223,141,189,101
ENSMUSG00000079559,0,0,0,0,0,0
ENSMUSG00000044694,0,0,0,0,0,0
ENSMUSG00000032578,0,0,0,36,0,0
ENSMUSG00000090570,0,0,0,0,0,0
ENSMUSG00000032044,61,3,57,48,45,10
ENSMUSG00000111746,0,0,0,0,0,0
ENSMUSG00000066771,0,0,0,0,0,0
ENSMUSG00000111059,0,0,0,0,0,0
ENSMUSG00000036027,0,0,0,0,0,0
ENSMUSG00000103259,0,0,0,0,0,0
ENSMUSG00000078308,0,0,0,0,0,0
ENSMUSG00000111162,0,0,0,0,0,0
ENSMUSG00000110825,0,0,0,0,0,0
ENSMUSG00000032579,0,12,0,42,44,3
ENSMUSG00000037977,0,0,0,0,0,0
ENSMUSG00000102144,0,0,0,0,0,0
ENSMUSG00000053199,0,0,6,0,0,0
ENSMUSG00000038119,0,52,1,2,0,0
ENSMUSG00000065934,0,0,0,0,0,0
ENSMUSG00002075331,0,0,0,0,0,0
ENSMUSG00000074354,0,0,0,0,0,0
ENSMUSG00000111357,0,0,0,0,0,26
ENSMUSG00000111836,0,0,0,0,0,0
ENSMUSG00000032051,39,0,0,32,57,26
ENSMUSG00000098076,0,0,0,0,0,0
ENSMUSG00000032050,1009,725,626,659,494,586
ENSMUSG00002076614,0,0,0,0,0,0
ENSMUSG00000035164,1077,1132,1033,765,1028,807
ENSMUSG00000099311,0,0,0,0,0,0
ENSMUSG00000077796,0,0,0,0,0,0
ENSMUSG00000111561,0,0,0,0,0,0
ENSMUSG00000111780,0,0,0,0,0,0
ENSMUSG00000111520,0,0,0,0,0,0
ENSMUSG00000111112,0,0,0,0,0,0
ENSMUSG00000078307,0,0,0,0,0,0
ENSMUSG00000111020,0,0,0,0,0,0
ENSMUSG00002076360,0,0,0,0,0,0
ENSMUSG00000110833,0,0,0,0,0,0
ENSMUSG00000053289,216,170,131,53,201,313
ENSMUSG00000111693,0,0,0,0,0,0
ENSMUSG00000032048,0,0,0,0,0,0
ENSMUSG00000034584,0,0,0,25,0,1
ENSMUSG00000034487,21,131,79,28,26,155
ENSMUSG00000098362,0,0,0,0,0,0
ENSMUSG00000111683,0,0,0,0,0,0
ENSMUSG00000005131,0,0,0,0,0,0
ENSMUSG00000098304,0,0,0,0,0,0
ENSMUSG00000111485,0,0,0,0,0,27
ENSMUSG00000032110,0,0,0,23,0,0
ENSMUSG00000034218,569,267,690,377,297,378
ENSMUSG00000033577,58,97,79,80,27,27
ENSMUSG00000033054,457,309,260,212,193,266
ENSMUSG00000099016,0,0,0,0,0,0
ENSMUSG00000032113,29,0,66,31,29,13
ENSMUSG00000032047,157,52,167,92,76,194
ENSMUSG00000032343,0,0,0,0,0,0
ENSMUSG00000111267,0,0,0,0,0,0
ENSMUSG00000111510,0,0,0,0,0,0
ENSMUSG00000111717,0,0,0,0,0,0
ENSMUSG00000098685,0,0,0,0,0,0
ENSMUSG00000098935,0,2,0,0,0,0
ENSMUSG00000097655,0,0,0,0,0,0
ENSMUSG00000099085,0,0,0,0,0,0
ENSMUSG00000098429,0,0,0,0,0,0
ENSMUSG00000049511,0,0,0,0,0,0
ENSMUSG00000097241,0,0,0,0,0,0
ENSMUSG00000043289,0,0,0,0,0,0
ENSMUSG00000111084,0,0,0,0,0,0
ENSMUSG00000103536,0,0,0,0,0,0
ENSMUSG00000110748,0,0,0,0,0,0
ENSMUSG00000081273,0,0,0,0,0,0
ENSMUSG00000032116,1347,964,1477,1350,1045,993
ENSMUSG00000077415,0,0,0,0,0,0
ENSMUSG00000111697,0,0,0,0,0,0
ENSMUSG00000042195,0,0,0,0,0,0
ENSMUSG00000099266,0,0,0,0,0,0
ENSMUSG00000089066,0,0,0,0,0,0
ENSMUSG00000088760,0,0,0,0,0,0
ENSMUSG00000042045,0,0,0,0,0,0
ENSMUSG00000098420,0,0,0,0,0,0
ENSMUSG00000059830,0,0,0,0,0,0
ENSMUSG00000032251,61,0,15,1,0,20
